V1 V2 V3 V4 V5 V6 V7 V8 V9
GeneNames value1 value2 log2(Fold_change) "log2(Fold_change) normalized" p-value "q-value(Benjamini et al. 1995)" "q-value(Storey et al. 2003)" "Signature(q-value(Benjamini et al. 1995) < 0.005)"
g7071 478 478 0 0 1 1 1 FALSE
g7072 5 5 0 0 1 1 1 FALSE
g7073 5681 5681 0 0 1 1 1 FALSE
g7074 2 2 0 0 1 1 1 FALSE
g7075 1617 1617 0 0 1 1 1 FALSE
g7076 231 231 0 0 1 1 1 FALSE
g7077 42 42 0 0 1 1 1 FALSE
g7078 396 396 0 0 1 1 1 FALSE
g7079 60 60 0 0 1 1 1 FALSE
g7080 335 335 0 0 1 1 1 FALSE
g7081 10 10 0 0 1 1 1 FALSE
g7082 6 6 0 0 1 1 1 FALSE
g7083 1592 1592 0 0 1 1 1 FALSE
g7084 12 12 0 0 1 1 1 FALSE
g7085 49 49 0 0 1 1 1 FALSE
g7086 178 178 0 0 1 1 1 FALSE
g7087 7251 7251 0 0 1 1 1 FALSE
g7088 514 514 0 0 1 1 1 FALSE
g7089 283 283 0 0 1 1 1 FALSE
g7090 41 41 0 0 1 1 1 FALSE
g7091 1735 1735 0 0 1 1 1 FALSE
g7092 11 11 0 0 1 1 1 FALSE
g7093 3 3 0 0 1 1 1 FALSE
g7094 24 24 0 0 1 1 1 FALSE
g7095 1084 1084 0 0 1 1 1 FALSE
g7096 928 928 0 0 1 1 1 FALSE
g7097 339 339 0 0 1 1 1 FALSE
g7098 6 6 0 0 1 1 1 FALSE
g7099 24 24 0 0 1 1 1 FALSE
g7100 67 67 0 0 1 1 1 FALSE
g7101 42 42 0 0 1 1 1 FALSE
g7102 2075 2075 0 0 1 1 1 FALSE
g7103 109 109 0 0 1 1 1 FALSE
g7104 31 31 0 0 1 1 1 FALSE
g7105 542 542 0 0 1 1 1 FALSE
g7106 542 542 0 0 1 1 1 FALSE
g7107 2710 2710 0 0 1 1 1 FALSE
g7108 9 9 0 0 1 1 1 FALSE
g7109 3880 3880 0 0 1 1 1 FALSE
g7110 3 3 0 0 1 1 1 FALSE
g7111 1245 1245 0 0 1 1 1 FALSE
g7112 196 196 0 0 1 1 1 FALSE
g7113 2 2 0 0 1 1 1 FALSE
g7114 13 13 0 0 1 1 1 FALSE
g7115 4 4 0 0 1 1 1 FALSE
g7116 272 272 0 0 1 1 1 FALSE
g7117 343 343 0 0 1 1 1 FALSE
g7118 556 556 0 0 1 1 1 FALSE
g7119 62 62 0 0 1 1 1 FALSE
g7120 89 89 0 0 1 1 1 FALSE
g7121 32 32 0 0 1 1 1 FALSE
g7122 5 5 0 0 1 1 1 FALSE
g7123 111 111 0 0 1 1 1 FALSE
g7124 992 992 0 0 1 1 1 FALSE
g7125 61 61 0 0 1 1 1 FALSE
g7126 2026 2026 0 0 1 1 1 FALSE
g7127 4 4 0 0 1 1 1 FALSE
g7129 171 171 0 0 1 1 1 FALSE
g7130 67 67 0 0 1 1 1 FALSE
g7131 333 333 0 0 1 1 1 FALSE
g7132 25 25 0 0 1 1 1 FALSE
g7133 23 23 0 0 1 1 1 FALSE
g7134 2482 2482 0 0 1 1 1 FALSE
g7135 214 214 0 0 1 1 1 FALSE
g7136 1 1 0 0 1 1 1 FALSE
g7137 391 391 0 0 1 1 1 FALSE
g7138 4 4 0 0 1 1 1 FALSE
g7139 63 63 0 0 1 1 1 FALSE
g7140 4 4 0 0 1 1 1 FALSE
g7141 87 87 0 0 1 1 1 FALSE
g7142 283 283 0 0 1 1 1 FALSE
g7143 12 12 0 0 1 1 1 FALSE
g7144 264 264 0 0 1 1 1 FALSE
g7145 166 166 0 0 1 1 1 FALSE
g7146 29 29 0 0 1 1 1 FALSE
g7147 12 12 0 0 1 1 1 FALSE
g7148 24 24 0 0 1 1 1 FALSE
g7149 38 38 0 0 1 1 1 FALSE
g7150 4 4 0 0 1 1 1 FALSE
g7151 17 17 0 0 1 1 1 FALSE
g7152 20 20 0 0 1 1 1 FALSE
g7153 75 75 0 0 1 1 1 FALSE
g7154 54 54 0 0 1 1 1 FALSE
g7155 145 145 0 0 1 1 1 FALSE
g7157 341 341 0 0 1 1 1 FALSE
g7158 447 447 0 0 1 1 1 FALSE
g7159 6 6 0 0 1 1 1 FALSE
g7160 1066 1066 0 0 1 1 1 FALSE
g7161 92 92 0 0 1 1 1 FALSE
g7162 27 27 0 0 1 1 1 FALSE
g7163 1 1 0 0 1 1 1 FALSE
g7164 78 78 0 0 1 1 1 FALSE
g7165 140 140 0 0 1 1 1 FALSE
g7166 1770 1770 0 0 1 1 1 FALSE
g7167 1 1 0 0 1 1 1 FALSE
g7168 439 439 0 0 1 1 1 FALSE
g7169 203 203 0 0 1 1 1 FALSE
g7170 20 20 0 0 1 1 1 FALSE
g7171 19 19 0 0 1 1 1 FALSE
g7172 21 21 0 0 1 1 1 FALSE
g7173 3550 3550 0 0 1 1 1 FALSE
g7174 228 228 0 0 1 1 1 FALSE
g7175 32 32 0 0 1 1 1 FALSE
g7176 5126 5126 0 0 1 1 1 FALSE
g7177 576 576 0 0 1 1 1 FALSE
g7178 1967 1967 0 0 1 1 1 FALSE
g7179 792 792 0 0 1 1 1 FALSE
g7180 4 4 0 0 1 1 1 FALSE
g7182 204 204 0 0 1 1 1 FALSE
g7183 584 584 0 0 1 1 1 FALSE
g7184 263 263 0 0 1 1 1 FALSE
g7185 412 412 0 0 1 1 1 FALSE
g7186 67 67 0 0 1 1 1 FALSE
g7187 67 67 0 0 1 1 1 FALSE
g7188 10 10 0 0 1 1 1 FALSE
g7189 5 5 0 0 1 1 1 FALSE
g7190 155 155 0 0 1 1 1 FALSE
g7191 226 226 0 0 1 1 1 FALSE
g7192 420 420 0 0 1 1 1 FALSE
g7193 1476 1476 0 0 1 1 1 FALSE
g7194 14490 14490 0 0 1 1 1 FALSE
g7195 322 322 0 0 1 1 1 FALSE
g7196 1325 1325 0 0 1 1 1 FALSE
g7197 58 58 0 0 1 1 1 FALSE
g7198 1 1 0 0 1 1 1 FALSE
g7199 4828 4828 0 0 1 1 1 FALSE
g7200 2776 2776 0 0 1 1 1 FALSE
g7201 67 67 0 0 1 1 1 FALSE
g7202 4 4 0 0 1 1 1 FALSE
g7203 163 163 0 0 1 1 1 FALSE
g7204 75 75 0 0 1 1 1 FALSE
g7205 31 31 0 0 1 1 1 FALSE
g7206 8 8 0 0 1 1 1 FALSE
g7207 51 51 0 0 1 1 1 FALSE
g7208 49 49 0 0 1 1 1 FALSE
g7209 94 94 0 0 1 1 1 FALSE
g7211 2264 2264 0 0 1 1 1 FALSE
g7212 32 32 0 0 1 1 1 FALSE
g7213 92 92 0 0 1 1 1 FALSE
g7214 1561 1561 0 0 1 1 1 FALSE
g7215 46 46 0 0 1 1 1 FALSE
g7216 166 166 0 0 1 1 1 FALSE
g7217 2 2 0 0 1 1 1 FALSE
g7218 9 9 0 0 1 1 1 FALSE
g7219 164 164 0 0 1 1 1 FALSE
g7220 512 512 0 0 1 1 1 FALSE
g7221 4 4 0 0 1 1 1 FALSE
g7222 1 1 0 0 1 1 1 FALSE
g7223 1090 1090 0 0 1 1 1 FALSE
g7224 108 108 0 0 1 1 1 FALSE
g7225 15 15 0 0 1 1 1 FALSE
g7226 23 23 0 0 1 1 1 FALSE
g7227 28 28 0 0 1 1 1 FALSE
g7228 4700 4700 0 0 1 1 1 FALSE
g7229 4431 4431 0 0 1 1 1 FALSE
g7230 54 54 0 0 1 1 1 FALSE
g7231 439 439 0 0 1 1 1 FALSE
g7232 6 6 0 0 1 1 1 FALSE
g7233 6 6 0 0 1 1 1 FALSE
g7234 326 326 0 0 1 1 1 FALSE
g7235 43 43 0 0 1 1 1 FALSE
g7237 16 16 0 0 1 1 1 FALSE
g7238 231 231 0 0 1 1 1 FALSE
g7239 12 12 0 0 1 1 1 FALSE
g7240 792 792 0 0 1 1 1 FALSE
g7241 8 8 0 0 1 1 1 FALSE
g7242 356 356 0 0 1 1 1 FALSE
g7243 9 9 0 0 1 1 1 FALSE
g7244 3 3 0 0 1 1 1 FALSE
g7245 768 768 0 0 1 1 1 FALSE
g7246 3179 3179 0 0 1 1 1 FALSE
g7247 360 360 0 0 1 1 1 FALSE
g7248 12 12 0 0 1 1 1 FALSE
g7249 241 241 0 0 1 1 1 FALSE
g7250 431 431 0 0 1 1 1 FALSE
g7251 762 762 0 0 1 1 1 FALSE
g7252 6 6 0 0 1 1 1 FALSE
g7253 179 179 0 0 1 1 1 FALSE
g7254 338 338 0 0 1 1 1 FALSE
g7255 1826 1826 0 0 1 1 1 FALSE
g7256 27 27 0 0 1 1 1 FALSE
g7257 272 272 0 0 1 1 1 FALSE
g7258 1977 1977 0 0 1 1 1 FALSE
g7259 326 326 0 0 1 1 1 FALSE
g7260 17 17 0 0 1 1 1 FALSE
g7261 1884 1884 0 0 1 1 1 FALSE
g7262 70 70 0 0 1 1 1 FALSE
g7263 671 671 0 0 1 1 1 FALSE
g7264 129 129 0 0 1 1 1 FALSE
g7265 11 11 0 0 1 1 1 FALSE
g7266 82 82 0 0 1 1 1 FALSE
g7267 4 4 0 0 1 1 1 FALSE
g7268 55 55 0 0 1 1 1 FALSE
g7269 13 13 0 0 1 1 1 FALSE
g7270 313 313 0 0 1 1 1 FALSE
g7271 13 13 0 0 1 1 1 FALSE
g7273 165 165 0 0 1 1 1 FALSE
g7274 531 531 0 0 1 1 1 FALSE
g7275 6538 6538 0 0 1 1 1 FALSE
g7276 91 91 0 0 1 1 1 FALSE
g7277 566 566 0 0 1 1 1 FALSE
g7278 23 23 0 0 1 1 1 FALSE
g7279 765 765 0 0 1 1 1 FALSE
g7280 1327 1327 0 0 1 1 1 FALSE
g7281 28 28 0 0 1 1 1 FALSE
g7282 453 453 0 0 1 1 1 FALSE
g7283 64 64 0 0 1 1 1 FALSE
g7284 12 12 0 0 1 1 1 FALSE
g7285 954 954 0 0 1 1 1 FALSE
g7286 2103 2103 0 0 1 1 1 FALSE
g7287 23 23 0 0 1 1 1 FALSE
g7288 315 315 0 0 1 1 1 FALSE
g7289 1 1 0 0 1 1 1 FALSE
g7290 1 1 0 0 1 1 1 FALSE
g7291 400 400 0 0 1 1 1 FALSE
g7292 16 16 0 0 1 1 1 FALSE
g7293 65 65 0 0 1 1 1 FALSE
g7294 20 20 0 0 1 1 1 FALSE
g7296 1 1 0 0 1 1 1 FALSE
g7298 65 65 0 0 1 1 1 FALSE
g7299 1613 1613 0 0 1 1 1 FALSE
g7300 812 812 0 0 1 1 1 FALSE
g7301 125 125 0 0 1 1 1 FALSE
g7302 29 29 0 0 1 1 1 FALSE
g7303 16 16 0 0 1 1 1 FALSE
g7304 528 528 0 0 1 1 1 FALSE
g7305 507 507 0 0 1 1 1 FALSE
g7306 147 147 0 0 1 1 1 FALSE
g7307 1197 1197 0 0 1 1 1 FALSE
g7308 349 349 0 0 1 1 1 FALSE
g7309 118 118 0 0 1 1 1 FALSE
g7310 233 233 0 0 1 1 1 FALSE
g7311 1247 1247 0 0 1 1 1 FALSE
g7312 2233 2233 0 0 1 1 1 FALSE
g7313 130 130 0 0 1 1 1 FALSE
g7314 1606 1606 0 0 1 1 1 FALSE
g7315 6 6 0 0 1 1 1 FALSE
g7316 15 15 0 0 1 1 1 FALSE
g7317 138 138 0 0 1 1 1 FALSE
g7318 5 5 0 0 1 1 1 FALSE
g7319 2 2 0 0 1 1 1 FALSE
g7320 135 135 0 0 1 1 1 FALSE
g7321 165 165 0 0 1 1 1 FALSE
g7322 8 8 0 0 1 1 1 FALSE
g7323 35 35 0 0 1 1 1 FALSE
g7324 4 4 0 0 1 1 1 FALSE
g7325 7 7 0 0 1 1 1 FALSE
g7326 773 773 0 0 1 1 1 FALSE
g7327 255 255 0 0 1 1 1 FALSE
g7328 149 149 0 0 1 1 1 FALSE
g7329 2 2 0 0 1 1 1 FALSE
g7330 17 17 0 0 1 1 1 FALSE
g7331 352 352 0 0 1 1 1 FALSE
g7332 2 2 0 0 1 1 1 FALSE
g7333 4 4 0 0 1 1 1 FALSE
g7335 407 407 0 0 1 1 1 FALSE
g7336 415 415 0 0 1 1 1 FALSE
g7337 5 5 0 0 1 1 1 FALSE
g7338 28 28 0 0 1 1 1 FALSE
g7339 13745 13745 0 0 1 1 1 FALSE
g7340 352 352 0 0 1 1 1 FALSE
g7341 66 66 0 0 1 1 1 FALSE
g7342 684 684 0 0 1 1 1 FALSE
g7343 147 147 0 0 1 1 1 FALSE
g7344 6 6 0 0 1 1 1 FALSE
g7345 1001 1001 0 0 1 1 1 FALSE
g7346 260 260 0 0 1 1 1 FALSE
g7347 3029 3029 0 0 1 1 1 FALSE
g7348 215 215 0 0 1 1 1 FALSE
g7349 1 1 0 0 1 1 1 FALSE
g7351 989 989 0 0 1 1 1 FALSE
g7352 19 19 0 0 1 1 1 FALSE
g7353 1317 1317 0 0 1 1 1 FALSE
g7354 96 96 0 0 1 1 1 FALSE
g7355 840 840 0 0 1 1 1 FALSE
g7356 1 1 0 0 1 1 1 FALSE
g7357 373 373 0 0 1 1 1 FALSE
g7360 5 5 0 0 1 1 1 FALSE
g7361 1342 1342 0 0 1 1 1 FALSE
g7362 44 44 0 0 1 1 1 FALSE
g7363 20 20 0 0 1 1 1 FALSE
g7364 337 337 0 0 1 1 1 FALSE
g7366 7504 7504 0 0 1 1 1 FALSE
g7367 5 5 0 0 1 1 1 FALSE
g7368 930 930 0 0 1 1 1 FALSE
g7369 2538 2538 0 0 1 1 1 FALSE
g7370 3 3 0 0 1 1 1 FALSE
g7371 48 48 0 0 1 1 1 FALSE
g7372 1510 1510 0 0 1 1 1 FALSE
g7373 2611 2611 0 0 1 1 1 FALSE
g7374 3 3 0 0 1 1 1 FALSE
g7375 148 148 0 0 1 1 1 FALSE
g7376 14 14 0 0 1 1 1 FALSE
g7377 17 17 0 0 1 1 1 FALSE
g7378 21 21 0 0 1 1 1 FALSE
g7379 255 255 0 0 1 1 1 FALSE
g7380 34 34 0 0 1 1 1 FALSE
g7381 8 8 0 0 1 1 1 FALSE
g7382 7 7 0 0 1 1 1 FALSE
g7383 44 44 0 0 1 1 1 FALSE
g7384 12 12 0 0 1 1 1 FALSE
g7385 2 2 0 0 1 1 1 FALSE
g7386 617 617 0 0 1 1 1 FALSE
g7387 28 28 0 0 1 1 1 FALSE
g7389 2 2 0 0 1 1 1 FALSE
g7390 248 248 0 0 1 1 1 FALSE
g7391 42 42 0 0 1 1 1 FALSE
g7392 303 303 0 0 1 1 1 FALSE
g7393 1710 1710 0 0 1 1 1 FALSE
g7394 6 6 0 0 1 1 1 FALSE
g7395 26 26 0 0 1 1 1 FALSE
g7396 43 43 0 0 1 1 1 FALSE
g7397 6296 6296 0 0 1 1 1 FALSE
g7398 1 1 0 0 1 1 1 FALSE
g7399 213 213 0 0 1 1 1 FALSE
g7400 45 45 0 0 1 1 1 FALSE
g7401 465 465 0 0 1 1 1 FALSE
g7402 5 5 0 0 1 1 1 FALSE
g7403 28 28 0 0 1 1 1 FALSE
g7404 274 274 0 0 1 1 1 FALSE
g7405 19 19 0 0 1 1 1 FALSE
g7407 28 28 0 0 1 1 1 FALSE
g7408 153 153 0 0 1 1 1 FALSE
g7409 327 327 0 0 1 1 1 FALSE
g7410 1530 1530 0 0 1 1 1 FALSE
g7411 52 52 0 0 1 1 1 FALSE
g7412 60 60 0 0 1 1 1 FALSE
g7413 13 13 0 0 1 1 1 FALSE
g7414 2 2 0 0 1 1 1 FALSE
g7415 30 30 0 0 1 1 1 FALSE
g7416 2477 2477 0 0 1 1 1 FALSE
g7417 10 10 0 0 1 1 1 FALSE
g7418 1169 1169 0 0 1 1 1 FALSE
g7419 447 447 0 0 1 1 1 FALSE
g7420 1958 1958 0 0 1 1 1 FALSE
g7421 2570 2570 0 0 1 1 1 FALSE
g7422 11 11 0 0 1 1 1 FALSE
g7423 1 1 0 0 1 1 1 FALSE
g7424 2092 2092 0 0 1 1 1 FALSE
g7425 435 435 0 0 1 1 1 FALSE
g7426 3 3 0 0 1 1 1 FALSE
g7427 2047 2047 0 0 1 1 1 FALSE
g7428 240 240 0 0 1 1 1 FALSE
g7429 25 25 0 0 1 1 1 FALSE
g7430 468 468 0 0 1 1 1 FALSE
g7431 65 65 0 0 1 1 1 FALSE
g7432 3 3 0 0 1 1 1 FALSE
g7433 807 807 0 0 1 1 1 FALSE
g7434 4 4 0 0 1 1 1 FALSE
g7435 18 18 0 0 1 1 1 FALSE
g7438 92 92 0 0 1 1 1 FALSE
g7439 427 427 0 0 1 1 1 FALSE
g7440 53 53 0 0 1 1 1 FALSE
g7441 31 31 0 0 1 1 1 FALSE
g7442 89 89 0 0 1 1 1 FALSE
g7443 441 441 0 0 1 1 1 FALSE
g7444 391 391 0 0 1 1 1 FALSE
g7445 102 102 0 0 1 1 1 FALSE
g7446 17 17 0 0 1 1 1 FALSE
g7447 9 9 0 0 1 1 1 FALSE
g7448 6 6 0 0 1 1 1 FALSE
g7449 79 79 0 0 1 1 1 FALSE
g7450 25 25 0 0 1 1 1 FALSE
g7451 4 4 0 0 1 1 1 FALSE
g7452 105 105 0 0 1 1 1 FALSE
g7453 320 320 0 0 1 1 1 FALSE
g7454 10 10 0 0 1 1 1 FALSE
g7455 172 172 0 0 1 1 1 FALSE
g7456 101 101 0 0 1 1 1 FALSE
g7457 90 90 0 0 1 1 1 FALSE
g7458 215 215 0 0 1 1 1 FALSE
g7459 195 195 0 0 1 1 1 FALSE
g7460 152 152 0 0 1 1 1 FALSE
g7461 24 24 0 0 1 1 1 FALSE
g7462 1191 1191 0 0 1 1 1 FALSE
g7463 810 810 0 0 1 1 1 FALSE
g7464 2 2 0 0 1 1 1 FALSE
g7465 155 155 0 0 1 1 1 FALSE
g7466 1972 1972 0 0 1 1 1 FALSE
g7467 925 925 0 0 1 1 1 FALSE
g7468 84 84 0 0 1 1 1 FALSE
g7469 259 259 0 0 1 1 1 FALSE
g7470 23 23 0 0 1 1 1 FALSE
g7471 1391 1391 0 0 1 1 1 FALSE
g7472 283 283 0 0 1 1 1 FALSE
g7474 2168 2168 0 0 1 1 1 FALSE
g7475 67 67 0 0 1 1 1 FALSE
g7476 431 431 0 0 1 1 1 FALSE
g7477 2 2 0 0 1 1 1 FALSE
g7478 493 493 0 0 1 1 1 FALSE
g7479 93 93 0 0 1 1 1 FALSE
g7480 143 143 0 0 1 1 1 FALSE
g7481 322 322 0 0 1 1 1 FALSE
g7482 17 17 0 0 1 1 1 FALSE
g7483 928 928 0 0 1 1 1 FALSE
g7484 3 3 0 0 1 1 1 FALSE
g7485 4 4 0 0 1 1 1 FALSE
g7486 2068 2068 0 0 1 1 1 FALSE
g7487 8105 8105 0 0 1 1 1 FALSE
g7488 2 2 0 0 1 1 1 FALSE
g7489 960 960 0 0 1 1 1 FALSE
g7490 37 37 0 0 1 1 1 FALSE
g7491 44 44 0 0 1 1 1 FALSE
g7492 2 2 0 0 1 1 1 FALSE
g7493 53 53 0 0 1 1 1 FALSE
g7494 17 17 0 0 1 1 1 FALSE
g7495 2701 2701 0 0 1 1 1 FALSE
g7496 1908 1908 0 0 1 1 1 FALSE
g7497 8 8 0 0 1 1 1 FALSE
g7498 8969 8969 0 0 1 1 1 FALSE
g7499 64 64 0 0 1 1 1 FALSE
g7500 13 13 0 0 1 1 1 FALSE
g7501 2326 2326 0 0 1 1 1 FALSE
g7502 654 654 0 0 1 1 1 FALSE
g7503 82 82 0 0 1 1 1 FALSE
g7504 15 15 0 0 1 1 1 FALSE
g7505 10 10 0 0 1 1 1 FALSE
g7506 2717 2717 0 0 1 1 1 FALSE
g7507 14 14 0 0 1 1 1 FALSE
g7508 26 26 0 0 1 1 1 FALSE
g7509 215 215 0 0 1 1 1 FALSE
g7510 52 52 0 0 1 1 1 FALSE
g7511 105 105 0 0 1 1 1 FALSE
g7512 1140 1140 0 0 1 1 1 FALSE
g7513 108 108 0 0 1 1 1 FALSE
g7514 864 864 0 0 1 1 1 FALSE
g7515 2970 2970 0 0 1 1 1 FALSE
g7516 226 226 0 0 1 1 1 FALSE
g7518 9 9 0 0 1 1 1 FALSE
g7519 1541 1541 0 0 1 1 1 FALSE
g7520 529 529 0 0 1 1 1 FALSE
g7521 23 23 0 0 1 1 1 FALSE
g7522 280 280 0 0 1 1 1 FALSE
g7523 1004 1004 0 0 1 1 1 FALSE
g7524 262 262 0 0 1 1 1 FALSE
g7525 189 189 0 0 1 1 1 FALSE
g7526 1253 1253 0 0 1 1 1 FALSE
g7527 8 8 0 0 1 1 1 FALSE
g7528 287 287 0 0 1 1 1 FALSE
g7529 43 43 0 0 1 1 1 FALSE
g7530 93 93 0 0 1 1 1 FALSE
g7531 122 122 0 0 1 1 1 FALSE
g7532 279 279 0 0 1 1 1 FALSE
g7533 4 4 0 0 1 1 1 FALSE
g7534 12905 12905 0 0 1 1 1 FALSE
g7535 1204 1204 0 0 1 1 1 FALSE
g7536 4 4 0 0 1 1 1 FALSE
g7537 56 56 0 0 1 1 1 FALSE
g7538 195 195 0 0 1 1 1 FALSE
g7539 7215 7215 0 0 1 1 1 FALSE
g7540 251 251 0 0 1 1 1 FALSE
g7541 4 4 0 0 1 1 1 FALSE
g7542 2 2 0 0 1 1 1 FALSE
g7543 4549 4549 0 0 1 1 1 FALSE
g7544 15 15 0 0 1 1 1 FALSE
g7545 1 1 0 0 1 1 1 FALSE
g7546 618 618 0 0 1 1 1 FALSE
g7547 92 92 0 0 1 1 1 FALSE
g7549 34 34 0 0 1 1 1 FALSE
g7550 68 68 0 0 1 1 1 FALSE
g7551 170 170 0 0 1 1 1 FALSE
g7552 55 55 0 0 1 1 1 FALSE
g7553 263 263 0 0 1 1 1 FALSE
g7554 21 21 0 0 1 1 1 FALSE
g7555 1616 1616 0 0 1 1 1 FALSE
g7556 7 7 0 0 1 1 1 FALSE
g7557 12 12 0 0 1 1 1 FALSE
g7558 17 17 0 0 1 1 1 FALSE
g7559 2095 2095 0 0 1 1 1 FALSE
g7560 2013 2013 0 0 1 1 1 FALSE
g7561 151 151 0 0 1 1 1 FALSE
g7562 1 1 0 0 1 1 1 FALSE
g7563 2020 2020 0 0 1 1 1 FALSE
g7564 1661 1661 0 0 1 1 1 FALSE
g7565 4498 4498 0 0 1 1 1 FALSE
g7566 31 31 0 0 1 1 1 FALSE
g7567 1843 1843 0 0 1 1 1 FALSE
g7568 59 59 0 0 1 1 1 FALSE
g7569 356 356 0 0 1 1 1 FALSE
g7571 1338 1338 0 0 1 1 1 FALSE
g7572 680 680 0 0 1 1 1 FALSE
g7573 216 216 0 0 1 1 1 FALSE
g7574 451 451 0 0 1 1 1 FALSE
g7575 14 14 0 0 1 1 1 FALSE
g7576 126 126 0 0 1 1 1 FALSE
g7577 38 38 0 0 1 1 1 FALSE
g7578 422 422 0 0 1 1 1 FALSE
g7579 8 8 0 0 1 1 1 FALSE
g7580 15 15 0 0 1 1 1 FALSE
g7581 421 421 0 0 1 1 1 FALSE
g7582 17 17 0 0 1 1 1 FALSE
g7583 1266 1266 0 0 1 1 1 FALSE
g7584 24403 24403 0 0 1 1 1 FALSE
g7585 2 2 0 0 1 1 1 FALSE
g7586 4 4 0 0 1 1 1 FALSE
g7587 3462 3462 0 0 1 1 1 FALSE
g7588 16 16 0 0 1 1 1 FALSE
g7589 3 3 0 0 1 1 1 FALSE
g7590 619 619 0 0 1 1 1 FALSE
g7591 5 5 0 0 1 1 1 FALSE
g7592 7 7 0 0 1 1 1 FALSE
g7593 67 67 0 0 1 1 1 FALSE
g7594 3219 3219 0 0 1 1 1 FALSE
g7595 212 212 0 0 1 1 1 FALSE
g7596 235 235 0 0 1 1 1 FALSE
g7597 1105 1105 0 0 1 1 1 FALSE
g7598 1717 1717 0 0 1 1 1 FALSE
g7599 199 199 0 0 1 1 1 FALSE
g7600 910 910 0 0 1 1 1 FALSE
g7601 67 67 0 0 1 1 1 FALSE
g7602 8 8 0 0 1 1 1 FALSE
g7603 22 22 0 0 1 1 1 FALSE
g7604 24 24 0 0 1 1 1 FALSE
g7605 3656 3656 0 0 1 1 1 FALSE
g7606 20 20 0 0 1 1 1 FALSE
g7607 121 121 0 0 1 1 1 FALSE
g7608 4 4 0 0 1 1 1 FALSE
g7609 47 47 0 0 1 1 1 FALSE
g7610 22 22 0 0 1 1 1 FALSE
g7611 88 88 0 0 1 1 1 FALSE
g7612 207 207 0 0 1 1 1 FALSE
g7613 149 149 0 0 1 1 1 FALSE
g7614 185 185 0 0 1 1 1 FALSE
g7615 933 933 0 0 1 1 1 FALSE
g7616 95 95 0 0 1 1 1 FALSE
g7617 460 460 0 0 1 1 1 FALSE
g7618 22 22 0 0 1 1 1 FALSE
g7619 675 675 0 0 1 1 1 FALSE
g7620 19 19 0 0 1 1 1 FALSE
g7621 97 97 0 0 1 1 1 FALSE
g7622 186 186 0 0 1 1 1 FALSE
g7624 100 100 0 0 1 1 1 FALSE
g7625 60 60 0 0 1 1 1 FALSE
g7626 19 19 0 0 1 1 1 FALSE
g7627 17 17 0 0 1 1 1 FALSE
g7628 626 626 0 0 1 1 1 FALSE
g7629 327 327 0 0 1 1 1 FALSE
g7630 21 21 0 0 1 1 1 FALSE
g7631 41 41 0 0 1 1 1 FALSE
g7632 13 13 0 0 1 1 1 FALSE
g7633 103 103 0 0 1 1 1 FALSE
g7634 500 500 0 0 1 1 1 FALSE
g7635 1 1 0 0 1 1 1 FALSE
g7636 3948 3948 0 0 1 1 1 FALSE
g7637 252 252 0 0 1 1 1 FALSE
g7638 2 2 0 0 1 1 1 FALSE
g7639 78 78 0 0 1 1 1 FALSE
g7640 231 231 0 0 1 1 1 FALSE
g7642 835 835 0 0 1 1 1 FALSE
g7643 1228 1228 0 0 1 1 1 FALSE
g7644 129 129 0 0 1 1 1 FALSE
g7645 1 1 0 0 1 1 1 FALSE
g7646 174 174 0 0 1 1 1 FALSE
g7647 145 145 0 0 1 1 1 FALSE
g7648 19 19 0 0 1 1 1 FALSE
g7649 322 322 0 0 1 1 1 FALSE
g7650 979 979 0 0 1 1 1 FALSE
g7651 56 56 0 0 1 1 1 FALSE
g7652 29 29 0 0 1 1 1 FALSE
g7653 812 812 0 0 1 1 1 FALSE
g7654 976 976 0 0 1 1 1 FALSE
g7655 2261 2261 0 0 1 1 1 FALSE
g7656 123 123 0 0 1 1 1 FALSE
g7657 257 257 0 0 1 1 1 FALSE
g7658 6 6 0 0 1 1 1 FALSE
g7659 3 3 0 0 1 1 1 FALSE
g7660 886 886 0 0 1 1 1 FALSE
g7661 31 31 0 0 1 1 1 FALSE
g7662 8 8 0 0 1 1 1 FALSE
g7663 79 79 0 0 1 1 1 FALSE
g7664 405 405 0 0 1 1 1 FALSE
g7665 639 639 0 0 1 1 1 FALSE
g7666 19 19 0 0 1 1 1 FALSE
g7667 201 201 0 0 1 1 1 FALSE
g7668 151 151 0 0 1 1 1 FALSE
g7669 39 39 0 0 1 1 1 FALSE
g7670 109 109 0 0 1 1 1 FALSE
g7671 1439 1439 0 0 1 1 1 FALSE
g7672 18 18 0 0 1 1 1 FALSE
g7673 3 3 0 0 1 1 1 FALSE
g7674 1038 1038 0 0 1 1 1 FALSE
g7675 1 1 0 0 1 1 1 FALSE
g7676 6 6 0 0 1 1 1 FALSE
g7677 122 122 0 0 1 1 1 FALSE
g7678 2168 2168 0 0 1 1 1 FALSE
g7679 263 263 0 0 1 1 1 FALSE
g7680 61 61 0 0 1 1 1 FALSE
g7681 357 357 0 0 1 1 1 FALSE
g7682 68 68 0 0 1 1 1 FALSE
g7683 27 27 0 0 1 1 1 FALSE
g7684 6146 6146 0 0 1 1 1 FALSE
g7686 6 6 0 0 1 1 1 FALSE
g7687 21 21 0 0 1 1 1 FALSE
g7688 17 17 0 0 1 1 1 FALSE
