V1 V2 V3 V4 V5 V6 V7 V8 V9
GeneNames value1 value2 log2(Fold_change) "log2(Fold_change) normalized" p-value "q-value(Benjamini et al. 1995)" "q-value(Storey et al. 2003)" "Signature(q-value(Benjamini et al. 1995) < 0.005)"
g622 4337 4337 0 0 1 1 1 FALSE
g623 21 21 0 0 1 1 1 FALSE
g624 697 697 0 0 1 1 1 FALSE
g625 1 1 0 0 1 1 1 FALSE
g626 1237 1237 0 0 1 1 1 FALSE
g627 2 2 0 0 1 1 1 FALSE
g628 768 768 0 0 1 1 1 FALSE
g629 197 197 0 0 1 1 1 FALSE
g630 8 8 0 0 1 1 1 FALSE
g631 18 18 0 0 1 1 1 FALSE
g632 9075 9075 0 0 1 1 1 FALSE
g633 8 8 0 0 1 1 1 FALSE
g634 2327 2327 0 0 1 1 1 FALSE
g635 75 75 0 0 1 1 1 FALSE
g636 1204 1204 0 0 1 1 1 FALSE
g637 23 23 0 0 1 1 1 FALSE
g638 520 520 0 0 1 1 1 FALSE
g639 292 292 0 0 1 1 1 FALSE
g640 87 87 0 0 1 1 1 FALSE
g641 69 69 0 0 1 1 1 FALSE
g642 63 63 0 0 1 1 1 FALSE
g643 675 675 0 0 1 1 1 FALSE
g644 12 12 0 0 1 1 1 FALSE
g645 2252 2252 0 0 1 1 1 FALSE
g646 529 529 0 0 1 1 1 FALSE
g648 51 51 0 0 1 1 1 FALSE
g650 9 9 0 0 1 1 1 FALSE
g651 696 696 0 0 1 1 1 FALSE
g652 190 190 0 0 1 1 1 FALSE
g653 15 15 0 0 1 1 1 FALSE
g654 28 28 0 0 1 1 1 FALSE
g655 1 1 0 0 1 1 1 FALSE
g656 124 124 0 0 1 1 1 FALSE
g657 300 300 0 0 1 1 1 FALSE
g658 1 1 0 0 1 1 1 FALSE
g659 57 57 0 0 1 1 1 FALSE
g660 3 3 0 0 1 1 1 FALSE
g661 3089 3089 0 0 1 1 1 FALSE
g662 24 24 0 0 1 1 1 FALSE
g663 1 1 0 0 1 1 1 FALSE
g664 1193 1193 0 0 1 1 1 FALSE
g665 1 1 0 0 1 1 1 FALSE
g666 57 57 0 0 1 1 1 FALSE
g667 116 116 0 0 1 1 1 FALSE
g668 45 45 0 0 1 1 1 FALSE
g669 12 12 0 0 1 1 1 FALSE
g670 135 135 0 0 1 1 1 FALSE
g671 2 2 0 0 1 1 1 FALSE
g672 50 50 0 0 1 1 1 FALSE
g673 3 3 0 0 1 1 1 FALSE
g674 34 34 0 0 1 1 1 FALSE
g675 100 100 0 0 1 1 1 FALSE
g676 1864 1864 0 0 1 1 1 FALSE
g677 208 208 0 0 1 1 1 FALSE
g678 24 24 0 0 1 1 1 FALSE
g679 4 4 0 0 1 1 1 FALSE
g680 2260 2260 0 0 1 1 1 FALSE
g681 5089 5089 0 0 1 1 1 FALSE
g682 147 147 0 0 1 1 1 FALSE
g683 44 44 0 0 1 1 1 FALSE
g684 297 297 0 0 1 1 1 FALSE
g685 2 2 0 0 1 1 1 FALSE
g686 282 282 0 0 1 1 1 FALSE
g687 239 239 0 0 1 1 1 FALSE
g688 499 499 0 0 1 1 1 FALSE
g689 514 514 0 0 1 1 1 FALSE
g690 3 3 0 0 1 1 1 FALSE
g691 393 393 0 0 1 1 1 FALSE
g692 745 745 0 0 1 1 1 FALSE
g693 2178 2178 0 0 1 1 1 FALSE
g694 196 196 0 0 1 1 1 FALSE
g695 1083 1083 0 0 1 1 1 FALSE
g696 416 416 0 0 1 1 1 FALSE
g697 22 22 0 0 1 1 1 FALSE
g698 6101 6101 0 0 1 1 1 FALSE
g699 2261 2261 0 0 1 1 1 FALSE
g700 993 993 0 0 1 1 1 FALSE
g701 61 61 0 0 1 1 1 FALSE
g702 10 10 0 0 1 1 1 FALSE
g703 184 184 0 0 1 1 1 FALSE
g704 10 10 0 0 1 1 1 FALSE
g705 257 257 0 0 1 1 1 FALSE
g706 290 290 0 0 1 1 1 FALSE
g707 1117 1117 0 0 1 1 1 FALSE
g708 284 284 0 0 1 1 1 FALSE
g709 331 331 0 0 1 1 1 FALSE
g710 93 93 0 0 1 1 1 FALSE
g711 1049 1049 0 0 1 1 1 FALSE
g712 2130 2130 0 0 1 1 1 FALSE
g714 6369 6369 0 0 1 1 1 FALSE
g715 2882 2882 0 0 1 1 1 FALSE
g716 24 24 0 0 1 1 1 FALSE
g717 3 3 0 0 1 1 1 FALSE
g718 20 20 0 0 1 1 1 FALSE
g719 275 275 0 0 1 1 1 FALSE
g720 470 470 0 0 1 1 1 FALSE
g721 1465 1465 0 0 1 1 1 FALSE
g722 5 5 0 0 1 1 1 FALSE
g723 62 62 0 0 1 1 1 FALSE
g724 726 726 0 0 1 1 1 FALSE
g725 351 351 0 0 1 1 1 FALSE
g726 4 4 0 0 1 1 1 FALSE
g727 693 693 0 0 1 1 1 FALSE
g728 12 12 0 0 1 1 1 FALSE
g729 4231 4231 0 0 1 1 1 FALSE
g730 4169 4169 0 0 1 1 1 FALSE
g732 802 802 0 0 1 1 1 FALSE
g733 753 753 0 0 1 1 1 FALSE
g734 4 4 0 0 1 1 1 FALSE
g735 81 81 0 0 1 1 1 FALSE
g736 1 1 0 0 1 1 1 FALSE
g737 7327 7327 0 0 1 1 1 FALSE
g738 49 49 0 0 1 1 1 FALSE
g739 3416 3416 0 0 1 1 1 FALSE
g740 20 20 0 0 1 1 1 FALSE
g741 17 17 0 0 1 1 1 FALSE
g742 3 3 0 0 1 1 1 FALSE
g743 3 3 0 0 1 1 1 FALSE
g744 45 45 0 0 1 1 1 FALSE
g745 247 247 0 0 1 1 1 FALSE
g746 7 7 0 0 1 1 1 FALSE
g747 26 26 0 0 1 1 1 FALSE
g748 818 818 0 0 1 1 1 FALSE
g749 138 138 0 0 1 1 1 FALSE
g750 640 640 0 0 1 1 1 FALSE
g751 35 35 0 0 1 1 1 FALSE
g752 388 388 0 0 1 1 1 FALSE
g753 34 34 0 0 1 1 1 FALSE
g754 446 446 0 0 1 1 1 FALSE
g755 126 126 0 0 1 1 1 FALSE
g756 16 16 0 0 1 1 1 FALSE
g757 3 3 0 0 1 1 1 FALSE
g758 56 56 0 0 1 1 1 FALSE
g759 305 305 0 0 1 1 1 FALSE
g760 1128 1128 0 0 1 1 1 FALSE
g761 53 53 0 0 1 1 1 FALSE
g762 46 46 0 0 1 1 1 FALSE
g763 14 14 0 0 1 1 1 FALSE
g764 34 34 0 0 1 1 1 FALSE
g765 22 22 0 0 1 1 1 FALSE
g766 1 1 0 0 1 1 1 FALSE
g767 6 6 0 0 1 1 1 FALSE
g768 175 175 0 0 1 1 1 FALSE
g769 454 454 0 0 1 1 1 FALSE
g770 659 659 0 0 1 1 1 FALSE
g771 21 21 0 0 1 1 1 FALSE
g772 1689 1689 0 0 1 1 1 FALSE
g773 249 249 0 0 1 1 1 FALSE
g774 18 18 0 0 1 1 1 FALSE
g775 140 140 0 0 1 1 1 FALSE
g776 272 272 0 0 1 1 1 FALSE
g777 18009 18009 0 0 1 1 1 FALSE
g779 75 75 0 0 1 1 1 FALSE
g780 2 2 0 0 1 1 1 FALSE
g781 3413 3413 0 0 1 1 1 FALSE
g782 9 9 0 0 1 1 1 FALSE
g783 144 144 0 0 1 1 1 FALSE
g784 816 816 0 0 1 1 1 FALSE
g785 902 902 0 0 1 1 1 FALSE
g786 7 7 0 0 1 1 1 FALSE
g787 126 126 0 0 1 1 1 FALSE
g788 3 3 0 0 1 1 1 FALSE
g789 3 3 0 0 1 1 1 FALSE
g790 154 154 0 0 1 1 1 FALSE
g791 66 66 0 0 1 1 1 FALSE
g792 66 66 0 0 1 1 1 FALSE
g793 604 604 0 0 1 1 1 FALSE
g794 430 430 0 0 1 1 1 FALSE
g795 4 4 0 0 1 1 1 FALSE
g796 66 66 0 0 1 1 1 FALSE
g797 34 34 0 0 1 1 1 FALSE
g798 58 58 0 0 1 1 1 FALSE
g799 1 1 0 0 1 1 1 FALSE
g800 3 3 0 0 1 1 1 FALSE
g801 20 20 0 0 1 1 1 FALSE
g802 309 309 0 0 1 1 1 FALSE
g803 4 4 0 0 1 1 1 FALSE
g804 114 114 0 0 1 1 1 FALSE
g805 444 444 0 0 1 1 1 FALSE
g806 4 4 0 0 1 1 1 FALSE
g807 609 609 0 0 1 1 1 FALSE
g808 4 4 0 0 1 1 1 FALSE
g809 46 46 0 0 1 1 1 FALSE
g810 10042 10042 0 0 1 1 1 FALSE
g811 677 677 0 0 1 1 1 FALSE
g812 175 175 0 0 1 1 1 FALSE
g813 237 237 0 0 1 1 1 FALSE
g814 560 560 0 0 1 1 1 FALSE
g815 466 466 0 0 1 1 1 FALSE
g816 21 21 0 0 1 1 1 FALSE
g817 286 286 0 0 1 1 1 FALSE
g818 24 24 0 0 1 1 1 FALSE
g819 22 22 0 0 1 1 1 FALSE
g820 3857 3857 0 0 1 1 1 FALSE
g821 7 7 0 0 1 1 1 FALSE
g822 14 14 0 0 1 1 1 FALSE
g823 224 224 0 0 1 1 1 FALSE
g824 2 2 0 0 1 1 1 FALSE
g825 178 178 0 0 1 1 1 FALSE
g826 34 34 0 0 1 1 1 FALSE
g827 117 117 0 0 1 1 1 FALSE
g828 4549 4549 0 0 1 1 1 FALSE
g830 636 636 0 0 1 1 1 FALSE
g831 26 26 0 0 1 1 1 FALSE
g832 4 4 0 0 1 1 1 FALSE
g833 472 472 0 0 1 1 1 FALSE
g834 32 32 0 0 1 1 1 FALSE
g835 26 26 0 0 1 1 1 FALSE
g836 119 119 0 0 1 1 1 FALSE
g837 184 184 0 0 1 1 1 FALSE
g838 154 154 0 0 1 1 1 FALSE
g839 1078 1078 0 0 1 1 1 FALSE
g840 8 8 0 0 1 1 1 FALSE
g841 350 350 0 0 1 1 1 FALSE
g842 1165 1165 0 0 1 1 1 FALSE
g843 2172 2172 0 0 1 1 1 FALSE
g844 74 74 0 0 1 1 1 FALSE
g845 145 145 0 0 1 1 1 FALSE
g846 232 232 0 0 1 1 1 FALSE
g847 289 289 0 0 1 1 1 FALSE
g848 8960 8960 0 0 1 1 1 FALSE
g849 98 98 0 0 1 1 1 FALSE
g850 3 3 0 0 1 1 1 FALSE
g851 191 191 0 0 1 1 1 FALSE
g852 2 2 0 0 1 1 1 FALSE
g853 41 41 0 0 1 1 1 FALSE
g854 592 592 0 0 1 1 1 FALSE
g855 864 864 0 0 1 1 1 FALSE
g856 11 11 0 0 1 1 1 FALSE
g857 11 11 0 0 1 1 1 FALSE
g858 188 188 0 0 1 1 1 FALSE
g860 223 223 0 0 1 1 1 FALSE
g861 850 850 0 0 1 1 1 FALSE
g862 1 1 0 0 1 1 1 FALSE
g863 251 251 0 0 1 1 1 FALSE
g864 49 49 0 0 1 1 1 FALSE
g865 414 414 0 0 1 1 1 FALSE
g866 431 431 0 0 1 1 1 FALSE
g867 222 222 0 0 1 1 1 FALSE
g868 20 20 0 0 1 1 1 FALSE
g869 2 2 0 0 1 1 1 FALSE
g870 159 159 0 0 1 1 1 FALSE
g871 12 12 0 0 1 1 1 FALSE
g872 20542 20542 0 0 1 1 1 FALSE
g873 12 12 0 0 1 1 1 FALSE
g874 314 314 0 0 1 1 1 FALSE
g875 41 41 0 0 1 1 1 FALSE
g876 1373 1373 0 0 1 1 1 FALSE
g877 4771 4771 0 0 1 1 1 FALSE
g879 4776 4776 0 0 1 1 1 FALSE
g880 35 35 0 0 1 1 1 FALSE
g881 3333 3333 0 0 1 1 1 FALSE
g882 1853 1853 0 0 1 1 1 FALSE
g883 3 3 0 0 1 1 1 FALSE
g884 8 8 0 0 1 1 1 FALSE
g885 520 520 0 0 1 1 1 FALSE
g886 1560 1560 0 0 1 1 1 FALSE
g887 82 82 0 0 1 1 1 FALSE
g888 283 283 0 0 1 1 1 FALSE
g889 400 400 0 0 1 1 1 FALSE
g890 1730 1730 0 0 1 1 1 FALSE
g891 2510 2510 0 0 1 1 1 FALSE
g892 455 455 0 0 1 1 1 FALSE
g893 1743 1743 0 0 1 1 1 FALSE
g894 159 159 0 0 1 1 1 FALSE
g895 289 289 0 0 1 1 1 FALSE
g896 392 392 0 0 1 1 1 FALSE
g897 32 32 0 0 1 1 1 FALSE
g898 220 220 0 0 1 1 1 FALSE
g899 290 290 0 0 1 1 1 FALSE
g900 273 273 0 0 1 1 1 FALSE
g901 2801 2801 0 0 1 1 1 FALSE
g902 1274 1274 0 0 1 1 1 FALSE
g903 90 90 0 0 1 1 1 FALSE
g904 1418 1418 0 0 1 1 1 FALSE
g905 1567 1567 0 0 1 1 1 FALSE
g907 409 409 0 0 1 1 1 FALSE
g908 32 32 0 0 1 1 1 FALSE
g909 1501 1501 0 0 1 1 1 FALSE
g910 182 182 0 0 1 1 1 FALSE
g911 17 17 0 0 1 1 1 FALSE
g912 370 370 0 0 1 1 1 FALSE
g913 52 52 0 0 1 1 1 FALSE
g914 13587 13587 0 0 1 1 1 FALSE
g915 1 1 0 0 1 1 1 FALSE
g916 2 2 0 0 1 1 1 FALSE
g917 867 867 0 0 1 1 1 FALSE
g918 2 2 0 0 1 1 1 FALSE
g919 1 1 0 0 1 1 1 FALSE
g920 220 220 0 0 1 1 1 FALSE
g921 28 28 0 0 1 1 1 FALSE
g922 1 1 0 0 1 1 1 FALSE
g923 12 12 0 0 1 1 1 FALSE
g924 5 5 0 0 1 1 1 FALSE
g925 13 13 0 0 1 1 1 FALSE
g926 178 178 0 0 1 1 1 FALSE
g927 694 694 0 0 1 1 1 FALSE
g928 83 83 0 0 1 1 1 FALSE
g929 21 21 0 0 1 1 1 FALSE
g930 629 629 0 0 1 1 1 FALSE
g931 861 861 0 0 1 1 1 FALSE
g932 13359 13359 0 0 1 1 1 FALSE
g933 7 7 0 0 1 1 1 FALSE
g934 12 12 0 0 1 1 1 FALSE
g935 1 1 0 0 1 1 1 FALSE
g936 178 178 0 0 1 1 1 FALSE
g938 1 1 0 0 1 1 1 FALSE
g939 7009 7009 0 0 1 1 1 FALSE
g940 11 11 0 0 1 1 1 FALSE
g941 3023 3023 0 0 1 1 1 FALSE
g942 4912 4912 0 0 1 1 1 FALSE
g943 1248 1248 0 0 1 1 1 FALSE
g944 59 59 0 0 1 1 1 FALSE
g945 2155 2155 0 0 1 1 1 FALSE
g946 559 559 0 0 1 1 1 FALSE
g947 88 88 0 0 1 1 1 FALSE
g948 354 354 0 0 1 1 1 FALSE
g949 173 173 0 0 1 1 1 FALSE
g950 4085 4085 0 0 1 1 1 FALSE
g951 28 28 0 0 1 1 1 FALSE
g953 497 497 0 0 1 1 1 FALSE
g955 191 191 0 0 1 1 1 FALSE
g956 4 4 0 0 1 1 1 FALSE
g957 576 576 0 0 1 1 1 FALSE
g958 7 7 0 0 1 1 1 FALSE
g959 5 5 0 0 1 1 1 FALSE
g960 70 70 0 0 1 1 1 FALSE
g961 700 700 0 0 1 1 1 FALSE
g962 113 113 0 0 1 1 1 FALSE
g963 83 83 0 0 1 1 1 FALSE
g964 227 227 0 0 1 1 1 FALSE
g965 1 1 0 0 1 1 1 FALSE
g966 62 62 0 0 1 1 1 FALSE
g967 317 317 0 0 1 1 1 FALSE
g968 5383 5383 0 0 1 1 1 FALSE
g969 90 90 0 0 1 1 1 FALSE
g970 51 51 0 0 1 1 1 FALSE
g971 219 219 0 0 1 1 1 FALSE
g972 3 3 0 0 1 1 1 FALSE
g973 4821 4821 0 0 1 1 1 FALSE
g974 868 868 0 0 1 1 1 FALSE
g975 508 508 0 0 1 1 1 FALSE
g976 375 375 0 0 1 1 1 FALSE
g977 148 148 0 0 1 1 1 FALSE
g978 367 367 0 0 1 1 1 FALSE
g979 2 2 0 0 1 1 1 FALSE
g980 656 656 0 0 1 1 1 FALSE
g981 4 4 0 0 1 1 1 FALSE
g982 286 286 0 0 1 1 1 FALSE
g983 18 18 0 0 1 1 1 FALSE
g984 970 970 0 0 1 1 1 FALSE
g985 68 68 0 0 1 1 1 FALSE
g986 260 260 0 0 1 1 1 FALSE
g987 100 100 0 0 1 1 1 FALSE
g988 107 107 0 0 1 1 1 FALSE
g989 2364 2364 0 0 1 1 1 FALSE
g990 111 111 0 0 1 1 1 FALSE
g991 28 28 0 0 1 1 1 FALSE
g992 74 74 0 0 1 1 1 FALSE
g993 1918 1918 0 0 1 1 1 FALSE
g994 420 420 0 0 1 1 1 FALSE
g995 118 118 0 0 1 1 1 FALSE
g996 268 268 0 0 1 1 1 FALSE
g997 7845 7845 0 0 1 1 1 FALSE
g999 829 829 0 0 1 1 1 FALSE
g1000 11 11 0 0 1 1 1 FALSE
g1001 1274 1274 0 0 1 1 1 FALSE
g1002 494 494 0 0 1 1 1 FALSE
g1003 52 52 0 0 1 1 1 FALSE
g1004 1006 1006 0 0 1 1 1 FALSE
g1005 2980 2980 0 0 1 1 1 FALSE
g1006 5 5 0 0 1 1 1 FALSE
g1007 5 5 0 0 1 1 1 FALSE
g1008 670 670 0 0 1 1 1 FALSE
g1009 433 433 0 0 1 1 1 FALSE
g1010 490 490 0 0 1 1 1 FALSE
g1011 23 23 0 0 1 1 1 FALSE
g1012 9 9 0 0 1 1 1 FALSE
g1013 53 53 0 0 1 1 1 FALSE
g1014 44 44 0 0 1 1 1 FALSE
g1015 1013 1013 0 0 1 1 1 FALSE
g1016 44 44 0 0 1 1 1 FALSE
g1017 24 24 0 0 1 1 1 FALSE
g1018 91 91 0 0 1 1 1 FALSE
g1019 1395 1395 0 0 1 1 1 FALSE
g1020 110 110 0 0 1 1 1 FALSE
g1021 512 512 0 0 1 1 1 FALSE
g1022 448 448 0 0 1 1 1 FALSE
g1023 39 39 0 0 1 1 1 FALSE
g1024 27 27 0 0 1 1 1 FALSE
g1025 8 8 0 0 1 1 1 FALSE
g1026 52 52 0 0 1 1 1 FALSE
g1027 289 289 0 0 1 1 1 FALSE
g1028 143 143 0 0 1 1 1 FALSE
g1029 7279 7279 0 0 1 1 1 FALSE
g1030 1318 1318 0 0 1 1 1 FALSE
g1031 125 125 0 0 1 1 1 FALSE
g1032 223 223 0 0 1 1 1 FALSE
g1033 2 2 0 0 1 1 1 FALSE
g1034 13 13 0 0 1 1 1 FALSE
g1035 24 24 0 0 1 1 1 FALSE
g1036 315 315 0 0 1 1 1 FALSE
g1037 4 4 0 0 1 1 1 FALSE
g1038 1700 1700 0 0 1 1 1 FALSE
g1039 16 16 0 0 1 1 1 FALSE
g1040 1413 1413 0 0 1 1 1 FALSE
g1041 46 46 0 0 1 1 1 FALSE
g1042 462 462 0 0 1 1 1 FALSE
g1043 428 428 0 0 1 1 1 FALSE
g1044 2808 2808 0 0 1 1 1 FALSE
g1045 273 273 0 0 1 1 1 FALSE
g1046 86 86 0 0 1 1 1 FALSE
g1047 5 5 0 0 1 1 1 FALSE
g1048 455 455 0 0 1 1 1 FALSE
g1049 4 4 0 0 1 1 1 FALSE
g1050 8427 8427 0 0 1 1 1 FALSE
g1051 751 751 0 0 1 1 1 FALSE
g1052 1771 1771 0 0 1 1 1 FALSE
g1053 1549 1549 0 0 1 1 1 FALSE
g1054 179 179 0 0 1 1 1 FALSE
g1055 61 61 0 0 1 1 1 FALSE
g1056 9 9 0 0 1 1 1 FALSE
g1057 157 157 0 0 1 1 1 FALSE
g1058 732 732 0 0 1 1 1 FALSE
g1059 33 33 0 0 1 1 1 FALSE
g1060 62 62 0 0 1 1 1 FALSE
g1061 155 155 0 0 1 1 1 FALSE
g1062 2 2 0 0 1 1 1 FALSE
g1063 7 7 0 0 1 1 1 FALSE
g1064 35 35 0 0 1 1 1 FALSE
g1065 1757 1757 0 0 1 1 1 FALSE
g1066 271 271 0 0 1 1 1 FALSE
g1068 3 3 0 0 1 1 1 FALSE
g1069 366 366 0 0 1 1 1 FALSE
g1070 58 58 0 0 1 1 1 FALSE
g1071 479 479 0 0 1 1 1 FALSE
g1072 213 213 0 0 1 1 1 FALSE
g1073 256 256 0 0 1 1 1 FALSE
g1075 29 29 0 0 1 1 1 FALSE
g1076 146 146 0 0 1 1 1 FALSE
g1077 598 598 0 0 1 1 1 FALSE
g1078 5 5 0 0 1 1 1 FALSE
g1079 215 215 0 0 1 1 1 FALSE
g1080 2 2 0 0 1 1 1 FALSE
g1081 12 12 0 0 1 1 1 FALSE
g1082 815 815 0 0 1 1 1 FALSE
g1083 2107 2107 0 0 1 1 1 FALSE
g1084 1070 1070 0 0 1 1 1 FALSE
g1085 65 65 0 0 1 1 1 FALSE
g1086 225 225 0 0 1 1 1 FALSE
g1087 22 22 0 0 1 1 1 FALSE
g1088 4 4 0 0 1 1 1 FALSE
g1089 5 5 0 0 1 1 1 FALSE
g1090 698 698 0 0 1 1 1 FALSE
g1091 3 3 0 0 1 1 1 FALSE
g1092 2561 2561 0 0 1 1 1 FALSE
g1093 25 25 0 0 1 1 1 FALSE
g1094 555 555 0 0 1 1 1 FALSE
g1095 81 81 0 0 1 1 1 FALSE
g1097 3 3 0 0 1 1 1 FALSE
g1099 9 9 0 0 1 1 1 FALSE
g1100 163 163 0 0 1 1 1 FALSE
g1101 2 2 0 0 1 1 1 FALSE
g1102 1 1 0 0 1 1 1 FALSE
g1103 905 905 0 0 1 1 1 FALSE
g1104 1100 1100 0 0 1 1 1 FALSE
g1106 46 46 0 0 1 1 1 FALSE
g1107 174 174 0 0 1 1 1 FALSE
g1108 27 27 0 0 1 1 1 FALSE
g1109 167 167 0 0 1 1 1 FALSE
g1110 12 12 0 0 1 1 1 FALSE
g1111 129 129 0 0 1 1 1 FALSE
g1112 1 1 0 0 1 1 1 FALSE
g1113 194 194 0 0 1 1 1 FALSE
g1114 4898 4898 0 0 1 1 1 FALSE
g1115 6 6 0 0 1 1 1 FALSE
g1116 4524 4524 0 0 1 1 1 FALSE
g1117 13 13 0 0 1 1 1 FALSE
g1118 8 8 0 0 1 1 1 FALSE
g1119 18 18 0 0 1 1 1 FALSE
g1120 72 72 0 0 1 1 1 FALSE
g1121 75 75 0 0 1 1 1 FALSE
g1122 18 18 0 0 1 1 1 FALSE
g1123 1175 1175 0 0 1 1 1 FALSE
g1124 511 511 0 0 1 1 1 FALSE
g1125 195 195 0 0 1 1 1 FALSE
g1126 3 3 0 0 1 1 1 FALSE
g1127 28 28 0 0 1 1 1 FALSE
g1128 91 91 0 0 1 1 1 FALSE
g1129 62 62 0 0 1 1 1 FALSE
g1130 3756 3756 0 0 1 1 1 FALSE
g1131 878 878 0 0 1 1 1 FALSE
g1132 13 13 0 0 1 1 1 FALSE
g1133 39 39 0 0 1 1 1 FALSE
g1134 4 4 0 0 1 1 1 FALSE
g1135 229 229 0 0 1 1 1 FALSE
g1136 287 287 0 0 1 1 1 FALSE
g1137 74 74 0 0 1 1 1 FALSE
g1138 405 405 0 0 1 1 1 FALSE
g1140 4 4 0 0 1 1 1 FALSE
g1141 93 93 0 0 1 1 1 FALSE
g1142 928 928 0 0 1 1 1 FALSE
g1143 46 46 0 0 1 1 1 FALSE
g1144 14 14 0 0 1 1 1 FALSE
g1145 733 733 0 0 1 1 1 FALSE
g1146 7 7 0 0 1 1 1 FALSE
g1147 75 75 0 0 1 1 1 FALSE
g1148 1545 1545 0 0 1 1 1 FALSE
g1149 545 545 0 0 1 1 1 FALSE
g1150 930 930 0 0 1 1 1 FALSE
g1151 186 186 0 0 1 1 1 FALSE
g1152 1492 1492 0 0 1 1 1 FALSE
g1153 1894 1894 0 0 1 1 1 FALSE
g1154 262 262 0 0 1 1 1 FALSE
g1155 4563 4563 0 0 1 1 1 FALSE
g1156 115 115 0 0 1 1 1 FALSE
g1157 45 45 0 0 1 1 1 FALSE
g1158 382 382 0 0 1 1 1 FALSE
g1159 62 62 0 0 1 1 1 FALSE
g1160 4 4 0 0 1 1 1 FALSE
g1161 672 672 0 0 1 1 1 FALSE
g1162 73 73 0 0 1 1 1 FALSE
g1163 975 975 0 0 1 1 1 FALSE
g1164 3 3 0 0 1 1 1 FALSE
g1165 61 61 0 0 1 1 1 FALSE
g1166 4 4 0 0 1 1 1 FALSE
g1167 183 183 0 0 1 1 1 FALSE
g1168 1683 1683 0 0 1 1 1 FALSE
g1169 450 450 0 0 1 1 1 FALSE
g1170 17 17 0 0 1 1 1 FALSE
g1171 8 8 0 0 1 1 1 FALSE
g1172 16 16 0 0 1 1 1 FALSE
g1173 33 33 0 0 1 1 1 FALSE
g1175 186 186 0 0 1 1 1 FALSE
g1176 13 13 0 0 1 1 1 FALSE
g1177 6788 6788 0 0 1 1 1 FALSE
g1178 196 196 0 0 1 1 1 FALSE
g1179 3 3 0 0 1 1 1 FALSE
g1180 16 16 0 0 1 1 1 FALSE
g1181 1258 1258 0 0 1 1 1 FALSE
g1182 557 557 0 0 1 1 1 FALSE
g1183 52 52 0 0 1 1 1 FALSE
g1184 630 630 0 0 1 1 1 FALSE
g1185 56 56 0 0 1 1 1 FALSE
g1186 17 17 0 0 1 1 1 FALSE
g1187 38 38 0 0 1 1 1 FALSE
g1188 4 4 0 0 1 1 1 FALSE
g1189 1103 1103 0 0 1 1 1 FALSE
g1190 75 75 0 0 1 1 1 FALSE
g1191 385 385 0 0 1 1 1 FALSE
g1192 2 2 0 0 1 1 1 FALSE
g1193 97 97 0 0 1 1 1 FALSE
g1194 21 21 0 0 1 1 1 FALSE
g1195 82 82 0 0 1 1 1 FALSE
g1196 98 98 0 0 1 1 1 FALSE
g1197 1066 1066 0 0 1 1 1 FALSE
g1198 226 226 0 0 1 1 1 FALSE
g1199 1960 1960 0 0 1 1 1 FALSE
g1200 127 127 0 0 1 1 1 FALSE
g1201 935 935 0 0 1 1 1 FALSE
g1202 1 1 0 0 1 1 1 FALSE
g1203 481 481 0 0 1 1 1 FALSE
g1204 2210 2210 0 0 1 1 1 FALSE
g1205 797 797 0 0 1 1 1 FALSE
g1206 232 232 0 0 1 1 1 FALSE
g1207 68 68 0 0 1 1 1 FALSE
g1209 174 174 0 0 1 1 1 FALSE
g1210 303 303 0 0 1 1 1 FALSE
g1211 7989 7989 0 0 1 1 1 FALSE
g1212 39 39 0 0 1 1 1 FALSE
g1213 2505 2505 0 0 1 1 1 FALSE
g1214 15 15 0 0 1 1 1 FALSE
g1215 109 109 0 0 1 1 1 FALSE
g1216 7 7 0 0 1 1 1 FALSE
g1217 200 200 0 0 1 1 1 FALSE
g1218 1023 1023 0 0 1 1 1 FALSE
g1219 592 592 0 0 1 1 1 FALSE
g1220 2750 2750 0 0 1 1 1 FALSE
g1221 73 73 0 0 1 1 1 FALSE
g1222 671 671 0 0 1 1 1 FALSE
g1223 57 57 0 0 1 1 1 FALSE
g1224 1049 1049 0 0 1 1 1 FALSE
g1225 53 53 0 0 1 1 1 FALSE
g1226 589 589 0 0 1 1 1 FALSE
g1227 6 6 0 0 1 1 1 FALSE
g1228 467 467 0 0 1 1 1 FALSE
g1229 612 612 0 0 1 1 1 FALSE
g1230 18 18 0 0 1 1 1 FALSE
g1231 726 726 0 0 1 1 1 FALSE
g1232 98 98 0 0 1 1 1 FALSE
g1233 138 138 0 0 1 1 1 FALSE
g1234 90 90 0 0 1 1 1 FALSE
g1235 10 10 0 0 1 1 1 FALSE
g1236 54 54 0 0 1 1 1 FALSE
g1237 2118 2118 0 0 1 1 1 FALSE
g1238 117 117 0 0 1 1 1 FALSE
g1239 232 232 0 0 1 1 1 FALSE
g1240 10 10 0 0 1 1 1 FALSE
g1241 57 57 0 0 1 1 1 FALSE
g1242 376 376 0 0 1 1 1 FALSE
g1243 2536 2536 0 0 1 1 1 FALSE
g1244 52 52 0 0 1 1 1 FALSE
g1245 116 116 0 0 1 1 1 FALSE
g1246 41 41 0 0 1 1 1 FALSE
g1247 736 736 0 0 1 1 1 FALSE
g1248 9 9 0 0 1 1 1 FALSE
g1249 22 22 0 0 1 1 1 FALSE
g1250 2 2 0 0 1 1 1 FALSE
g1251 2295 2295 0 0 1 1 1 FALSE
